TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"5533768","Magic","Commander: Streets of New Capenna","Sinister Concierge","","30","R","Near Mint","0.97","","2.0900","0.7800","0","0","1.5000",""
"5542068","Magic","Commander: Streets of New Capenna","Skyboon Evangelist","","20","R","Near Mint","0.33","","1.4100","0.1000","2","0","0.2800",""
"5535148","Magic","Commander: Streets of New Capenna","Skyclave Shade","","260","R","Near Mint","0.13","0.05","1.3500","0.0400","1","0","0.2500",""
"5539488","Magic","Commander: Streets of New Capenna","Skycloud Expanse","","427","R","Near Mint","0.14","0.01","1.4100","0.1000","3","0","0.2500",""
"5539918","Magic","Commander: Streets of New Capenna","Skyship Plunderer","","232","U","Near Mint","0.10","0.05","1.3700","0.0600","2","0","0.2500",""
"5549598","Magic","Commander: Streets of New Capenna","Skyway Robber","","31","R","Near Mint","0.24","0.01","1.4500","0.1400","1","0","0.2500",""
"5540868","Magic","Commander: Streets of New Capenna","Slippery Bogbonder","","312","R","Near Mint","2.99","3.11","3.7100","2.4000","0","0","4.0800",""
"5539268","Magic","Commander: Streets of New Capenna","Smoldering Marsh","","428","R","Near Mint","0.26","0.25","1.5400","0.2300","2","0","0.2700",""
"5533818","Magic","Commander: Streets of New Capenna","Smuggler's Buggy","","84","R","Near Mint","1.80","2.92","2.0200","0.7100","1","0","0.7100",""
"5549448","Magic","Commander: Streets of New Capenna","Smuggler's Share","","21","R","Near Mint","8.15","8.75","8.7400","8.7400","0","0","5.6400",""
"5536663","Magic","Commander: Streets of New Capenna","Sol Ring","","379","U","Near Mint","1.48","2.04","2.6700","1.3600","5","0","1.2200",""
"5544843","Magic","Commander: Streets of New Capenna","Solemn Simulacrum","","380","R","Near Mint","0.26","0.40","1.5500","0.2400","1","0","0.3000",""
"5533868","Magic","Commander: Streets of New Capenna","Spellbinding Soprano","","53","R","Near Mint","0.16","0.12","1.4100","0.1000","1","0","0.2500",""
"5544043","Magic","Commander: Streets of New Capenna","Spinerock Knoll","","429","R","Near Mint","0.70","","1.8000","0.4900","0","0","0.5100",""
"5535558","Magic","Commander: Streets of New Capenna","Squee, the Immortal","","275","R","Near Mint","0.94","1.19","1.9700","0.6600","0","0","1.4200",""
"5546743","Magic","Commander: Streets of New Capenna","Stalking Vengeance","","276","R","Near Mint","0.28","0.20","1.4900","0.1800","1","0","0.2500",""
"5540018","Magic","Commander: Streets of New Capenna","Steelbane Hydra","","313","R","Near Mint","7.77","9.54","6.4900","6.4900","3","0","7.3500",""
"5552418","Magic","Commander: Streets of New Capenna","Stolen Identity","","233","R","Near Mint","0.45","0.60","1.5500","0.2400","1","0","0.3300",""
"5541418","Magic","Commander: Streets of New Capenna","Storm of Forms","","32","R","Near Mint","0.19","0.12","1.4100","0.1000","3","0","0.2500",""
"5552938","Magic","Commander: Streets of New Capenna","Strionic Resonator","","381","R","Near Mint","7.81","7.25","7.5400","7.5400","0","0","7.2900",""
"5551908","Magic","Commander: Streets of New Capenna","Sun Titan","","210","M","Near Mint","0.27","0.27","1.4900","0.1800","1","0","0.3300",""
"5548743","Magic","Commander: Streets of New Capenna","Sungrass Prairie","","430","R","Near Mint","0.18","0.12","1.4100","0.1000","3","0","0.2500",""
"5539318","Magic","Commander: Streets of New Capenna","Sunken Hollow","","431","R","Near Mint","0.36","0.40","1.5500","0.2400","2","0","0.3200",""
"5537513","Magic","Commander: Streets of New Capenna","Swiftfoot Boots","","382","U","Near Mint","1.83","4.38","2.8100","1.5000","0","0","1.3300",""
"5519668","Magic","Commander: Streets of New Capenna","Swindler's Scheme (Extended Art)","","96","R","Near Mint","0.17","0.10","1.3800","0.0700","1","0","0.2500",""
"5552113","Magic","Commander: Streets of New Capenna","Swords to Plowshares","","211","U","Near Mint","1.41","1.99","2.5300","1.2200","0","0","1.2300",""
"5545193","Magic","Commander: Streets of New Capenna","Sylvan Offering","","314","R","Near Mint","0.21","0.14","1.4500","0.1400","1","0","0.2500",""
"5533918","Magic","Commander: Streets of New Capenna","Syrix, Carrier of the Flame","","80","R","Near Mint","0.20","0.16","1.4100","0.1000","1","0","0.2500",""
"5536113","Magic","Commander: Streets of New Capenna","Talrand's Invocation","","234","U","Near Mint","0.09","","1.3200","0.0100","1","0","0.2500",""
"5539368","Magic","Commander: Streets of New Capenna","Temple of Epiphany","","432","R","Near Mint","0.19","0.18","1.4100","0.1000","1","0","0.2500",""
"5544243","Magic","Commander: Streets of New Capenna","Temple of Malady","","433","R","Near Mint","0.21","0.19","1.4500","0.1400","1","0","0.2500",""
"5539598","Magic","Commander: Streets of New Capenna","Temple of Mystery","","434","R","Near Mint","0.16","0.17","1.4100","0.1000","2","0","0.2500",""
"5557578","Magic","Commander: Streets of New Capenna","Temple of Silence","","435","R","Near Mint","0.18","","1.4200","0.1100","1","0","0.2500",""
"5544293","Magic","Commander: Streets of New Capenna","Temple of the False God","","436","U","Near Mint","0.18","0.14","1.4100","0.1000","1","0","0.2500",""
"5548893","Magic","Commander: Streets of New Capenna","Temple of Triumph","","437","R","Near Mint","0.23","0.18","1.4100","0.1000","1","0","0.2500",""
"5544943","Magic","Commander: Streets of New Capenna","Temur Sabertooth","","315","U","Near Mint","0.74","0.55","2.0200","0.7100","0","0","0.9500",""
"5519147","Magic","Commander: Streets of New Capenna","Tenuous Truce (Extended Art)","","95","R","Near Mint","0.88","1.00","1.8600","0.5500","1","0","0.7800",""
"5546393","Magic","Commander: Streets of New Capenna","Terminate","","353","U","Near Mint","0.77","0.91","1.6900","0.3800","1","0","0.6400",""
"5537963","Magic","Commander: Streets of New Capenna","Tezzeret's Gambit","","235","R","Near Mint","0.23","0.20","1.4100","0.1000","2","0","0.2500",""
"5576173","Magic","Commander: Streets of New Capenna","The Beamtown Bullies","","6","M","Near Mint Foil","0.39","0.39","1.5500","0.2400","1","0","0.4000",""
"5551398","Magic","Commander: Streets of New Capenna","Thief of Sanity","","354","R","Near Mint","0.40","0.27","1.6700","0.3600","1","0","0.3700",""
"5545793","Magic","Commander: Streets of New Capenna","Thragtusk","","316","R","Near Mint","0.15","0.17","1.4300","0.1200","1","0","0.2500",""
"5537063","Magic","Commander: Streets of New Capenna","Thriving Bluff","","438","C","Near Mint","0.14","0.01","1.3700","0.0600","3","0","0.2500",""
"5544393","Magic","Commander: Streets of New Capenna","Thriving Grove","","439","C","Near Mint","0.13","0.01","1.3700","0.0600","2","0","0.2500",""
"5548943","Magic","Commander: Streets of New Capenna","Thriving Heath","","440","C","Near Mint","0.12","0.01","1.3700","0.0600","2","0","0.2500",""
"5537113","Magic","Commander: Streets of New Capenna","Thriving Isle","","441","C","Near Mint","0.14","0.01","1.3500","0.0400","2","0","0.2500",""
"5537163","Magic","Commander: Streets of New Capenna","Thriving Moor","","442","C","Near Mint","0.13","0.05","1.3600","0.0500","3","0","0.2500",""
"5540068","Magic","Commander: Streets of New Capenna","Thrummingbird","","236","U","Near Mint","0.20","0.10","1.4100","0.1000","2","0","0.3400",""
"5545093","Magic","Commander: Streets of New Capenna","Thunderfoot Baloth","","317","R","Near Mint","3.49","4.38","1.7000","0.3900","1","0","1.0100",""
"5576099","Magic","Commander: Streets of New Capenna","Tivit, Seller of Secrets","","10","M","Near Mint","5.36","5.40","3.9300","2.6200","0","0","3.4700",""
"5537313","Magic","Commander: Streets of New Capenna","Together Forever","","212","R","Near Mint","0.18","0.16","1.4300","0.1200","3","0","0.2500",""
"5552468","Magic","Commander: Streets of New Capenna","Treasure Cruise","","237","C","Near Mint","0.24","0.16","1.5000","0.1900","1","0","0.2700",""
"5546843","Magic","Commander: Streets of New Capenna","Treeshaker Chimera","","318","R","Near Mint","0.41","0.22","1.5500","0.2400","1","0","0.3800",""
"5549093","Magic","Commander: Streets of New Capenna","Turf War","","54","R","Near Mint","0.16","0.11","1.3800","0.0700","1","0","0.2500",""
"5544493","Magic","Commander: Streets of New Capenna","Twilight Mire","","443","R","Near Mint","0.64","0.71","1.7500","0.4400","1","0","0.8400",""
"5535853","Magic","Commander: Streets of New Capenna","Twinning Staff","","383","R","Near Mint","21.66","24.91","18.9800","17.9900","0","0","10.4200",""
"5538063","Magic","Commander: Streets of New Capenna","Urban Evolution","","355","U","Near Mint","0.19","0.10","1.4100","0.1000","2","0","0.2500",""
"5552268","Magic","Commander: Streets of New Capenna","Utter End","","356","R","Near Mint","0.17","0.18","1.3600","0.0500","1","0","0.2500",""
"5547993","Magic","Commander: Streets of New Capenna","Victimize","","261","U","Near Mint","0.47","0.39","1.7600","0.4500","1","0","0.4500",""
"5539763","Magic","Commander: Streets of New Capenna","Vivid Creek","","444","U","Near Mint","0.32","0.35","1.5200","0.2100","0","0","0.2800",""
"5539868","Magic","Commander: Streets of New Capenna","Vivid Grove","","445","U","Near Mint","0.33","0.35","1.5400","0.2300","0","0","0.2800",""
"5539968","Magic","Commander: Streets of New Capenna","Vivid Meadow","","446","U","Near Mint","0.29","0.23","1.5500","0.2400","2","0","0.3100",""
"5543743","Magic","Commander: Streets of New Capenna","Vivien's Stampede","","65","R","Near Mint","0.34","0.35","1.5300","0.2200","1","0","0.3700",""
"5540568","Magic","Commander: Streets of New Capenna","Vorel of the Hull Clade","","357","R","Near Mint","0.40","0.75","1.5000","0.1900","3","0","0.2800",""
"5540118","Magic","Commander: Streets of New Capenna","Wall of Roots","","319","C","Near Mint","0.21","0.08","1.4400","0.1300","2","0","0.2500",""
"5547493","Magic","Commander: Streets of New Capenna","Warstorm Surge","","277","R","Near Mint","0.71","0.75","1.9700","0.6600","1","0","1.0100",""
"5533968","Magic","Commander: Streets of New Capenna","Waste Management","","40","R","Near Mint","0.13","0.01","1.3500","0.0400","1","0","0.2500",""
"5550248","Magic","Commander: Streets of New Capenna","Wave of Rats","","41","R","Near Mint","2.57","","3.7400","2.4300","0","0","2.3100",""
"5536713","Magic","Commander: Streets of New Capenna","Wayfarer's Bauble","","384","C","Near Mint","0.29","0.32","1.5400","0.2300","2","0","0.3100",""
"5550048","Magic","Commander: Streets of New Capenna","Weathered Sentinels","","85","R","Near Mint","2.54","3.25","2.1900","0.8800","1","0","1.7500",""
"5551548","Magic","Commander: Streets of New Capenna","Whirler Rogue","","238","U","Near Mint","0.08","0.01","1.3500","0.0400","1","0","0.2500",""
"5540918","Magic","Commander: Streets of New Capenna","Wickerbough Elder","","320","C","Near Mint","0.13","0.05","1.4100","0.1000","2","0","0.2500",""
"5549043","Magic","Commander: Streets of New Capenna","Windbrisk Heights","","447","R","Near Mint","0.23","0.22","1.4400","0.1300","1","0","0.3200",""
"5548593","Magic","Commander: Streets of New Capenna","Windgrace's Judgment","","358","R","Near Mint","0.23","0.11","1.4100","0.1000","1","0","0.2600",""
"5540618","Magic","Commander: Streets of New Capenna","Wingspan Mentor","","239","U","Near Mint","0.12","0.01","1.3400","0.0300","2","0","0.2500",""
"5535248","Magic","Commander: Streets of New Capenna","Woe Strider","","262","R","Near Mint","0.44","0.40","1.5300","0.2200","1","0","0.2800",""
"5544693","Magic","Commander: Streets of New Capenna","Wood Elves","","321","C","Near Mint","0.45","0.75","1.5500","0.2400","1","0","0.3900",""
"5546943","Magic","Commander: Streets of New Capenna","Woodfall Primus","","322","R","Near Mint","0.79","1.41","1.6000","0.2900","1","0","0.4700",""
"5545293","Magic","Commander: Streets of New Capenna","World Shaper","","323","R","Near Mint","5.75","7.47","5.6400","4.3300","0","0","6.2100",""
"5552013","Magic","Commander: Streets of New Capenna","Wrexial, the Risen Deep","","359","M","Near Mint","1.35","1.28","2.5900","1.2800","1","0","1.5500",""
"5550498","Magic","Commander: Streets of New Capenna","Writ of Return","","42","R","Near Mint","0.41","0.08","1.4500","0.1400","1","0","0.2900",""
"5534018","Magic","Commander: Streets of New Capenna","Xander's Pact","","43","R","Near Mint","0.17","0.10","1.4100","0.1000","1","0","0.2500",""
"5534623","Magic","Commander: Streets of New Capenna","Zndrsplt's Judgment","","240","R","Near Mint","0.14","0.01","1.4300","0.1200","1","0","0.2500",""
"5544793","Magic","Commander: Streets of New Capenna","Zurzoth, Chaos Rider","","278","R","Near Mint","1.13","1.20","1.5300","0.2200","0","0","1.0200",""
"8625736","Magic","Commander: Tarkir: Dragonstorm","Adeline, Resplendent Cathar","","108","R","Near Mint","2.12","","3.2900","1.9800","0","0","1.1900",""
"8625646","Magic","Commander: Tarkir: Dragonstorm","Ainok Strike Leader","","11","R","Near Mint","1.99","","3.2200","1.9100","0","0","3.0100",""
"8626576","Magic","Commander: Tarkir: Dragonstorm","Gix, Yawgmoth Praetor","","181","M","Near Mint","0.74","","1.9000","0.5900","1","0","1.3400",""
"8625916","Magic","Commander: Tarkir: Dragonstorm","Grand Crescendo","","118","R","Near Mint","2.10","","3.2600","1.9500","0","0","2.3400",""
"8621115","Magic","Commander: Tarkir: Dragonstorm","Transcendent Dragon","","22","R","Near Mint","0.33","","1.5000","0.1900","1","0","0.4000",""
"6686003","Magic","Commander: The Brothers' War","Jhoira, Weatherlight Captain (Retro Frame)","","126","M","Near Mint","1.05","1.25","1.5900","0.2800","0","0","1.1000",""
"6693283","Magic","Commander: The Brothers' War","Scavenged Brawler (Retro Frame)","","17","R","Near Mint","5.76","7.25","5.2600","3.9500","0","0","3.6000",""
"7203286","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Anger","","210","U","Near Mint","2.65","3.00","2.9200","1.6100","1","0","1.9200",""
"7203446","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Arcane Denial","","184","C","Near Mint","3.12","3.59","3.5500","2.2400","0","0","4.4600",""
"7200490","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Arcane Signet","","273","C","Near Mint","0.64","0.64","1.7800","0.4700","0","0","0.5700",""
"7204126","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Basalt Monolith","","274","U","Near Mint","3.48","4.18","4.4500","3.1400","1","0","4.0600",""
"7202211","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Blasphemous Act","","211","R","Near Mint","1.33","1.57","2.4000","1.0900","1","0","2.4200",""
"7202251","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Boon of the Wish-Giver","","185","U","Near Mint","0.22","0.09","1.3700","0.0600","1","0","0.2500",""
"7438094","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Call Forth the Tempest (Borderless)","","509","R","Near Mint Foil","26.92","30.49","17.1500","17.1500","0","0","7.2200",""
"7206966","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Cavern-Hoard Dragon","","31","R","Near Mint","18.16","19.07","17.6400","17.6400","0","0","18.6700",""
"7204486","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Choked Estuary","","299","R","Near Mint","0.38","0.29","1.5300","0.2200","1","0","0.2500",""
"7201391","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Command Tower","","301","C","Near Mint","0.33","0.28","1.5500","0.2400","0","0","0.2500",""
"7200530","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Commander's Sphere","","276","C","Near Mint","0.34","0.20","1.4800","0.1700","0","0","0.2500",""
"7203566","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Consider","","187","C","Near Mint","1.06","1.24","1.9400","0.6300","0","0","0.5200",""
"7206726","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Corsairs of Umbar","","19","R","Near Mint","0.35","0.21","1.4600","0.1500","1","0","0.2500",""
"7205646","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Crumbling Necropolis","","302","U","Near Mint","0.86","0.88","1.6900","0.3800","1","0","0.3200",""
"7201971","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Decree of Pain","","199","R","Near Mint","0.32","0.29","1.4600","0.1500","1","0","0.2500",""
"7202411","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Deep Analysis","","188","C","Near Mint","0.21","0.10","1.3600","0.0500","1","0","0.2500",""
"7204566","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Desolate Lighthouse","","303","R","Near Mint","0.24","0.12","1.4400","0.1300","1","0","0.2500",""
"7204806","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Dragonskull Summit","","304","R","Near Mint","1.27","1.22","2.1500","0.8400","1","0","1.1900",""
"7204846","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Drowned Catacomb","","305","R","Near Mint","2.62","2.50","2.9500","1.6400","1","0","1.6400",""
"7204166","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Everflowing Chalice","","278","U","Near Mint","0.32","0.33","1.4800","0.1700","1","0","0.2500",""
"7165395","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Evolving Wilds","","306","C","Near Mint","0.26","0.09","1.3400","0.0300","1","0","0.2500",""
"7202571","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Extract from Darkness","","266","U","Near Mint","0.34","0.19","1.4300","0.1200","1","0","0.2500",""
"7203646","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Fact or Fiction","","190","U","Near Mint","0.17","","1.4200","0.1100","1","0","0.2500",""
"7202491","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Faithless Looting","","215","C","Near Mint","0.72","0.35","1.5700","0.2600","1","0","0.2800",""
"7165435","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Feed the Swarm","","200","C","Near Mint","0.63","0.23","1.5200","0.2100","0","0","0.2500",""
"7172410","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Field of Ruin","","308","U","Near Mint","0.34","0.16","1.4400","0.1300","1","0","0.2500",""
"7203686","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Forbidden Alchemy","","191","C","Near Mint","0.19","0.05","1.3500","0.0400","1","0","0.2500",""
"7204886","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Foreboding Ruins","","310","R","Near Mint","0.36","0.25","1.5300","0.2200","1","0","0.2500",""
"7205006","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Frostboil Snarl","","312","R","Near Mint","0.37","0.22","1.5200","0.2100","1","0","0.2500",""
"7193199","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Glittering Caves of Aglarond - Gemstone Caverns","","364","M","Near Mint Foil","65.02","67.00","65.2900","64.0000","1","0","66.2700",""
"7203366","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Goblin Cratermaker","","218","U","Near Mint","0.30","0.18","1.4100","0.1000","1","0","0.2500",""
"7202731","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Goblin Dark-Dwellers","","219","R","Near Mint","0.22","0.08","1.4100","0.0700","1","0","0.2500",""
"7207646","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Grima, Saruman's Footman","","57","R","Near Mint","3.75","4.93","3.6100","2.3000","1","0","3.0100",""
"7203406","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Guttersnipe","","220","U","Near Mint","0.39","0.25","1.5200","0.2100","1","0","0.2500",""
"7193649","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Helm's Deep - Shinka, the Bloodsoaked Keep","","374","M","Near Mint","20.37","28.87","20.9500","18.9600","1","0","18.9200",""
"7203171","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Hostage Taker","","268","R","Near Mint","0.25","","1.4200","0.1100","1","0","0.2500",""
"7201931","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","In the Darkness Bind Them","","58","R","Near Mint","1.04","1.01","1.7800","0.4700","1","0","0.7000",""
"7202811","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Inferno Titan","","223","M","Near Mint","0.26","0.18","1.4300","0.1200","1","0","0.2500",""
"7202891","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Knollspine Dragon","","224","R","Near Mint","0.38","0.25","1.6000","0.2900","0","0","0.2500",""
"7202011","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Languish","","202","R","Near Mint","0.35","0.29","1.5600","0.2500","1","0","0.2700",""
"7438115","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Legolas's Quick Reflexes (Borderless)","","493","R","Lightly Played Foil","26.60","","28.1800","28.1800","0","0","17.4500",""
"7201851","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Lidless Gaze","","59","R","Near Mint","0.22","0.12","1.3900","0.0500","1","0","0.2500",""
"7208566","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Lightning Greaves","","281","U","Near Mint","4.74","4.98","5.0000","5.0000","1","0","3.9600",""
"7202051","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Living Death","","203","R","Near Mint","2.69","3.30","3.1100","1.8000","1","0","3.3000",""
"7201891","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Lord of the Nazgul","","60","R","Near Mint","3.93","3.98","3.7100","2.4000","1","0","1.5800",""
"7203251","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Merciless Executioner","","204","U","Near Mint","0.67","0.68","1.7900","0.4800","0","0","0.4600",""
"7167885","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Mind Stone","","282","U","Near Mint","0.33","0.26","1.5100","0.2000","0","0","0.2500",""
"7206606","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Monstrosity of the Lake","","22","R","Near Mint","0.42","0.40","1.5100","0.2000","1","0","0.2600",""
"7176590","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Morgul-Knife - Shadowspear","","353","M","Near Mint Foil","70.78","72.99","71.7800","70.7800","0","0","60.2400",""
"7201811","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Moria Scavenger","","63","R","Near Mint","0.38","0.24","1.5100","0.2000","1","0","0.2500",""
"7203211","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Notion Thief","","270","R","Near Mint","3.65","4.45","3.3000","1.9900","0","0","1.0800",""
"7205606","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Orcish Siegemaster","","33","R","Near Mint","0.39","0.39","1.5600","0.2500","1","0","0.2500",""
"7201471","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Path of Ancestry","","322","C","Near Mint","0.27","0.23","1.4100","0.1000","1","0","0.2500",""
"7218259","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Rampaging War Mammoth (Extended Art)","","117","R","Near Mint","0.54","0.53","1.7800","0.4700","1","0","0.4800",""
"7202131","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Reanimate","","206","R","Near Mint","9.52","11.66","9.0000","9.0000","1","0","6.6500",""
"7201676","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Relic of Sauron","","79","R","Near Mint","14.42","14.97","13.2500","13.2500","0","0","8.3500",""
"7203926","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Revenge of Ravens","","207","U","Near Mint","0.86","0.86","1.6900","0.3800","1","0","0.3100",""
"7201511","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Rogue's Passage","","326","U","Near Mint","0.61","0.68","1.6200","0.3100","0","0","0.3200",""
"7227466","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Saruman, the White Hand","","8","M","Near Mint Foil","0.70","0.67","1.8000","0.4900","0","0","0.4600",""
"7176820","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Sauron, Lord of the Rings","","4","M","Near Mint Foil","0.51","0.55","1.6100","0.3000","0","0","0.3100",""
"7202971","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Scourge of the Throne","","225","M","Near Mint","0.42","0.41","1.6200","0.3100","1","0","0.3900",""
"7207366","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Shelob, Dread Weaver","","29","R","Near Mint","1.83","1.81","2.3000","0.9900","1","0","0.6300",""
"7204046","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Shiny Impetus","","227","C","Near Mint","0.20","0.08","1.3500","0.0400","1","0","0.2500",""
"7203051","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Siege-Gang Commander","","228","R","Near Mint","0.29","0.16","1.4600","0.1500","1","0","0.2500",""
"7205046","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Smoldering Marsh","","332","R","Near Mint","0.42","0.28","1.5100","0.2000","1","0","0.3300",""
"7029207","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Sol Ring","","284","U","Near Mint","2.01","2.31","2.6100","1.3000","0","0","1.3100",""
"7206646","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Subjugate the Hobbits","","24","R","Near Mint","0.26","0.15","1.4400","0.1300","1","0","0.2500",""
"7205166","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Sulfur Falls","","333","R","Near Mint","0.46","0.45","1.5700","0.2600","0","0","0.3100",""
"7205326","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Sulfurous Springs","","334","R","Near Mint","2.66","3.00","2.6200","1.1100","1","0","1.6400",""
"7201761","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Summons of Saruman","","70","R","Near Mint","0.36","","1.4800","0.1700","1","0","0.2500",""
"7205406","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Sunken Hollow","","335","R","Near Mint","0.40","0.33","1.5300","0.2200","1","0","0.2500",""
"7205806","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Terramorphic Expanse","","337","C","Near Mint","0.23","0.15","1.3900","0.0800","1","0","0.2500",""
"7218719","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","The Balrog of Moria","","46","R","Near Mint","1.24","0.89","1.7000","0.3900","1","0","0.3600",""
"7201631","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","The Black Gate","","80","R","Near Mint","15.07","15.97","14.4900","13.2700","0","0","9.9000",""
"7219374","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","The Black Gate (Extended Art)","","160","R","Near Mint","18.80","","20.0900","18.8000","1","0","15.4900",""
"7203766","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Thrill of Possibility","","229","C","Near Mint","0.24","0.11","1.3700","0.0600","1","0","0.2500",""
"7201721","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Too Greedily, Too Deep","","72","R","Near Mint","0.35","0.20","1.4900","0.1800","1","0","0.2500",""
"7203091","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Treasure Nabber","","230","R","Near Mint","3.53","4.32","4.2900","2.9800","0","0","1.7600",""
"7205486","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Underground River","","342","R","Near Mint","1.52","2.44","2.2100","0.9000","1","0","1.1200",""
"7205966","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Wake the Dragon","","74","R","Near Mint","0.31","0.19","1.5000","0.1600","1","0","0.2500",""
"7209901","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Weathered Wayfarer","","183","R","Near Mint","2.92","3.48","3.0900","1.7800","0","0","1.0200",""
"7201231","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Woodland Cemetery","","346","R","Near Mint","0.91","0.94","1.9200","0.6100","1","0","0.6000",""
"7204246","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Worn Powerstone","","293","U","Near Mint","0.63","0.63","1.5200","0.2100","1","0","0.3100",""
"7544042","Magic","Commander: The Lost Caverns of Ixalan","Akroma's Will","","125","R","Near Mint","15.15","15.90","14.3700","14.3700","0","0","8.6900",""
"7532762","Magic","Commander: The Lost Caverns of Ixalan","Apex Altisaur","","232","R","Near Mint","4.64","5.07","4.7800","3.4700","0","0","1.6500",""
"7536297","Magic","Commander: The Lost Caverns of Ixalan","Chandra's Ignition","","220","R","Near Mint","3.69","3.89","4.6400","3.3300","0","0","2.7100",""
